Medicare Advantage Monthly Capitation Rates for 2026 for All Plans except PACE Plans,,,,,,
"Note: 
1. ESRD rates are for dialysis only and are shown after the deduction of the user fee of $6.00.
2. All rates include MIPPA IME deduction.",,,,,,
Code,State,County Name,Parts A&B 5% Bonus 2026 Rate,Parts A&B 3.5% Bonus 2026 Rate,Parts A&B 0% Bonus 2026 Rate,Parts A&B ESRD 2026 Rate
18570,KENTUCKY,JOHNSON,"1,220.07","1,206.21","1,169.42","9,239.99"
18580,KENTUCKY,KENTON,"1,283.81","1,265.47","1,222.68","9,239.99"
18590,KENTUCKY,KNOTT,"1,225.91","1,222.81","1,186.70","9,239.99"
18600,KENTUCKY,KNOX,"1,177.66","1,162.94","1,128.59","9,239.99"
18610,KENTUCKY,LARUE,"1,252.88","1,242.93","1,205.02","9,239.99"
18620,KENTUCKY,LAUREL,"1,251.08","1,251.08","1,226.92","9,239.99"
18630,KENTUCKY,LAWRENCE,"1,253.00","1,253.00","1,231.20","9,239.99"
18640,KENTUCKY,LEE,"1,244.41","1,244.41","1,214.06","9,239.99"
18650,KENTUCKY,LESLIE,"1,213.15","1,213.15","1,213.15","9,239.99"
18660,KENTUCKY,LETCHER,"1,290.41","1,273.76","1,234.91","9,239.99"
18670,KENTUCKY,LEWIS,"1,250.44","1,249.38","1,209.99","9,239.99"
18680,KENTUCKY,LINCOLN,"1,249.27","1,249.27","1,210.22","9,239.99"
18690,KENTUCKY,LIVINGSTON,"1,261.75","1,243.73","1,201.67","9,239.99"
18700,KENTUCKY,LOGAN,"1,268.37","1,253.31","1,213.79","9,239.99"
18710,KENTUCKY,LYON,"1,248.22","1,229.50","1,185.81","9,239.99"
18720,KENTUCKY,MCCRACKEN,"1,254.17","1,237.99","1,200.23","9,239.99"
18730,KENTUCKY,MCCREARY,"1,242.67","1,242.67","1,237.86","9,239.99"
18740,KENTUCKY,MCLEAN,"1,254.68","1,254.68","1,232.95","9,239.99"
18750,KENTUCKY,MADISON,"1,278.23","1,262.25","1,224.97","9,239.99"
18760,KENTUCKY,MAGOFFIN,"1,240.02","1,224.52","1,188.35","9,239.99"
18770,KENTUCKY,MARION,"1,243.55","1,228.00","1,191.73","9,239.99"
18780,KENTUCKY,MARSHALL,"1,252.02","1,234.13","1,192.40","9,239.99"
18790,KENTUCKY,MARTIN,"1,217.36","1,217.36","1,211.90","9,239.99"
18800,KENTUCKY,MASON,"1,244.45","1,244.45","1,237.90","9,239.99"
18801,KENTUCKY,MEADE,"1,275.32","1,258.32","1,218.64","9,239.99"
18802,KENTUCKY,MENIFEE,"1,242.12","1,242.12","1,242.12","9,239.99"
18830,KENTUCKY,MERCER,"1,265.17","1,248.85","1,210.76","9,239.99"
18831,KENTUCKY,METCALFE,"1,243.69","1,243.69","1,225.37","9,239.99"
18850,KENTUCKY,MONROE,"1,345.31","1,325.13","1,278.04","9,239.99"
18860,KENTUCKY,MONTGOMERY,"1,248.08","1,248.08","1,248.08","9,239.99"
18861,KENTUCKY,MORGAN,"1,215.44","1,215.44","1,213.07","9,239.99"
18880,KENTUCKY,MUHLENBERG,"1,252.98","1,252.98","1,243.33","9,239.99"
18890,KENTUCKY,NELSON,"1,282.43","1,265.33","1,225.44","9,239.99"
18900,KENTUCKY,NICHOLAS,"1,251.03","1,239.44","1,202.83","9,239.99"
18910,KENTUCKY,OHIO,"1,254.82","1,254.82","1,254.82","9,239.99"
18920,KENTUCKY,OLDHAM,"1,356.42","1,339.46","1,299.90","9,239.99"
18930,KENTUCKY,OWEN,"1,220.36","1,203.53","1,164.25","9,239.99"
18931,KENTUCKY,OWSLEY,"1,224.45","1,224.45","1,224.45","9,239.99"
18932,KENTUCKY,PENDLETON,"1,283.09","1,265.98","1,226.06","9,239.99"
18960,KENTUCKY,PERRY,"1,276.21","1,259.20","1,219.49","9,239.99"
18970,KENTUCKY,PIKE,"1,233.14","1,233.14","1,232.74","9,239.99"
18971,KENTUCKY,POWELL,"1,215.05","1,199.86","1,164.42","9,239.99"
18972,KENTUCKY,PULASKI,"1,241.73","1,241.73","1,241.73","9,239.99"
18973,KENTUCKY,ROBERTSON,"1,246.73","1,246.73","1,246.73","9,239.99"
18974,KENTUCKY,ROCKCASTLE,"1,244.89","1,244.89","1,244.89","9,239.99"
18975,KENTUCKY,ROWAN,"1,219.45","1,204.21","1,168.64","9,239.99"
18976,KENTUCKY,RUSSELL,"1,209.26","1,209.26","1,209.26","9,239.99"
18977,KENTUCKY,SCOTT,"1,309.70","1,293.33","1,255.13","9,239.99"
18978,KENTUCKY,SHELBY,"1,279.44","1,262.38","1,222.58","9,239.99"
18979,KENTUCKY,SIMPSON,"1,244.55","1,226.78","1,185.29","9,239.99"
18980,KENTUCKY,SPENCER,"1,282.82","1,265.71","1,225.80","9,239.99"
18981,KENTUCKY,TAYLOR,"1,247.58","1,247.58","1,219.47","9,239.99"
18982,KENTUCKY,TODD,"1,246.75","1,246.75","1,246.75","9,239.99"
18983,KENTUCKY,TRIGG,"1,268.08","1,268.08","1,250.49","9,239.99"
18984,KENTUCKY,TRIMBLE,"1,278.84","1,261.79","1,222.01","9,239.99"
18985,KENTUCKY,UNION,"1,294.25","1,294.25","1,255.88","9,239.99"
18986,KENTUCKY,WARREN,"1,246.14","1,246.14","1,213.22","9,239.99"
18987,KENTUCKY,WASHINGTON,"1,248.89","1,248.89","1,248.89","9,239.99"
18988,KENTUCKY,WAYNE,"1,243.52","1,243.52","1,243.52","9,239.99"
18989,KENTUCKY,WEBSTER,"1,281.84","1,264.16","1,222.90","9,239.99"
18990,KENTUCKY,WHITLEY,"1,220.12","1,220.12","1,184.25","9,239.99"
18991,KENTUCKY,WOLFE,"1,172.68","1,172.68","1,172.68","9,239.99"
18992,KENTUCKY,WOODFORD,"1,261.06","1,245.29","1,208.51","9,239.99"
19000,LOUISIANA,ACADIA,"1,283.57","1,265.24","1,222.45","9,149.39"
19010,LOUISIANA,ALLEN,"1,338.33","1,318.75","1,273.05","9,149.39"
19020,LOUISIANA,ASCENSION,"1,323.65","1,307.10","1,268.50","9,149.39"
19030,LOUISIANA,ASSUMPTION,"1,306.81","1,288.78","1,246.72","9,149.39"
19040,LOUISIANA,AVOYELLES,"1,381.78","1,361.05","1,312.69","9,149.39"
19050,LOUISIANA,BEAUREGARD,"1,330.97","1,311.96","1,267.59","9,149.39"
19060,LOUISIANA,BIENVILLE,"1,547.58","1,524.37","1,470.20","9,149.39"
19070,LOUISIANA,BOSSIER,"1,360.67","1,340.26","1,292.64","9,149.39"
19080,LOUISIANA,CADDO,"1,356.99","1,336.64","1,289.14","9,149.39"
19090,LOUISIANA,CALCASIEU,"1,266.46","1,248.37","1,206.15","9,149.39"
19100,LOUISIANA,CALDWELL,"1,366.12","1,345.63","1,297.81","9,149.39"
19110,LOUISIANA,CAMERON,"1,277.72","1,259.47","1,216.88","9,149.39"
19120,LOUISIANA,CATAHOULA,"1,414.16","1,392.95","1,343.45","9,149.39"
19130,LOUISIANA,CLAIBORNE,"1,324.48","1,304.61","1,258.26","9,149.39"
19140,LOUISIANA,CONCORDIA,"1,406.60","1,385.50","1,336.27","9,149.39"
19150,LOUISIANA,DE SOTO,"1,394.39","1,374.47","1,327.99","9,149.39"
19160,LOUISIANA,EAST BATON ROUGE,"1,283.82","1,266.70","1,226.76","9,149.39"
19170,LOUISIANA,EAST CARROLL,"1,378.41","1,358.72","1,312.77","9,149.39"
19180,LOUISIANA,EAST FELICIANA,"1,324.29","1,306.03","1,263.41","9,149.39"
19190,LOUISIANA,EVANGELINE,"1,369.74","1,349.19","1,301.25","9,149.39"
19200,LOUISIANA,FRANKLIN,"1,443.30","1,421.65","1,371.14","9,149.39"
19210,LOUISIANA,GRANT,"1,312.24","1,293.49","1,249.75","9,149.39"
19220,LOUISIANA,IBERIA,"1,277.10","1,258.86","1,216.29","9,149.39"
19230,LOUISIANA,IBERVILLE,"1,238.02","1,221.51","1,182.99","9,149.39"
19240,LOUISIANA,JACKSON,"1,459.71","1,437.81","1,386.72","9,149.39"
19250,LOUISIANA,JEFFERSON,"1,281.36","1,265.34","1,227.97","9,149.39"
19260,LOUISIANA,JEFFERSON DAVIS,"1,274.22","1,256.01","1,213.54","9,149.39"
19270,LOUISIANA,LAFAYETTE,"1,326.49","1,308.80","1,267.53","9,149.39"
19280,LOUISIANA,LAFOURCHE,"1,325.35","1,308.79","1,270.13","9,149.39"
19290,LOUISIANA,LA SALLE (LASALLE),"1,460.83","1,438.92","1,387.79","9,149.39"
19300,LOUISIANA,LINCOLN,"1,359.68","1,339.28","1,291.70","9,149.39"
19310,LOUISIANA,LIVINGSTON,"1,288.19","1,271.02","1,230.94","9,149.39"
19320,LOUISIANA,MADISON,"1,515.63","1,492.90","1,439.85","9,149.39"
19330,LOUISIANA,MOREHOUSE,"1,340.82","1,320.71","1,273.78","9,149.39"
19340,LOUISIANA,NATCHITOCHES,"1,350.79","1,331.50","1,286.47","9,149.39"
19350,LOUISIANA,ORLEANS,"1,339.38","1,322.64","1,283.57","9,149.39"
19360,LOUISIANA,OUACHITA,"1,321.03","1,302.15","1,258.12","9,149.39"
19370,LOUISIANA,PLAQUEMINES,"1,269.61","1,239.14","1,168.04","9,149.39"
19380,LOUISIANA,POINTE COUPEE,"1,384.68","1,350.42","1,270.48","9,149.39"
19390,LOUISIANA,RAPIDES,"1,334.11","1,315.05","1,270.58","9,149.39"
19400,LOUISIANA,RED RIVER,"1,580.71","1,557.00","1,501.67","9,149.39"
19410,LOUISIANA,RICHLAND,"1,460.95","1,439.04","1,387.90","9,149.39"
19420,LOUISIANA,SABINE,"1,362.18","1,342.25","1,295.74","9,149.39"
19430,LOUISIANA,ST. BERNARD,"1,322.38","1,304.75","1,263.61","9,149.39"
19440,LOUISIANA,ST. CHARLES,"1,343.14","1,310.90","1,235.69","9,149.39"
19450,LOUISIANA,ST. HELENA,"1,322.17","1,302.82","1,257.67","9,149.39"
19460,LOUISIANA,ST. JAMES,"1,278.81","1,260.54","1,217.91","9,149.39"
19470,LOUISIANA,ST. JOHN THE BAPTIST,"1,377.84","1,343.75","1,264.20","9,149.39"
19480,LOUISIANA,ST. LANDRY,"1,318.59","1,299.75","1,255.80","9,149.39"
19490,LOUISIANA,ST. MARTIN,"1,326.89","1,309.20","1,267.92","9,149.39"
19500,LOUISIANA,ST. MARY,"1,322.03","1,303.15","1,259.08","9,149.39"
19510,LOUISIANA,ST. TAMMANY,"1,263.85","1,245.80","1,203.67","9,149.39"
19520,LOUISIANA,TANGIPAHOA,"1,316.56","1,296.81","1,250.73","9,149.39"
19530,LOUISIANA,TENSAS,"1,391.53","1,370.66","1,321.95","9,149.39"
19540,LOUISIANA,TERREBONNE,"1,293.62","1,284.55","1,244.04","9,149.39"
19550,LOUISIANA,UNION,"1,388.75","1,367.92","1,319.31","9,149.39"
19560,LOUISIANA,VERMILION,"1,267.43","1,249.33","1,207.08","9,149.39"
19570,LOUISIANA,VERNON,"1,336.62","1,317.06","1,271.42","9,149.39"
19580,LOUISIANA,WASHINGTON,"1,448.32","1,426.60","1,375.90","9,149.39"
19590,LOUISIANA,WEBSTER,"1,327.00","1,307.10","1,260.65","9,149.39"
19600,LOUISIANA,WEST BATON ROUGE,"1,257.55","1,241.83","1,205.15","9,149.39"
19610,LOUISIANA,WEST CARROLL,"1,342.19","1,322.06","1,275.08","9,149.39"
19620,LOUISIANA,WEST FELICIANA,"1,397.55","1,376.59","1,327.67","9,149.39"
19630,LOUISIANA,WINN,"1,395.47","1,374.54","1,325.70","9,149.39"
20000,MAINE,ANDROSCOGGIN,"1,235.93","1,220.48","1,184.43","8,613.69"
20010,MAINE,AROOSTOOK,"1,254.37","1,254.37","1,225.61","8,613.69"
20020,MAINE,CUMBERLAND,"1,234.31","1,218.38","1,181.22","8,613.69"
20030,MAINE,FRANKLIN,"1,229.29","1,213.93","1,178.07","8,613.69"
20040,MAINE,HANCOCK,"1,275.63","1,257.41","1,214.89","8,613.69"
20050,MAINE,KENNEBEC,"1,220.99","1,205.73","1,170.11","8,613.69"
20060,MAINE,KNOX,"1,211.40","1,196.26","1,160.93","8,613.69"
20070,MAINE,LINCOLN,"1,231.85","1,214.86","1,175.22","8,613.69"
20080,MAINE,OXFORD,"1,242.19","1,242.19","1,205.32","8,613.69"
20090,MAINE,PENOBSCOT,"1,250.31","1,250.31","1,221.23","8,613.69"
20100,MAINE,PISCATAQUIS,"1,287.69","1,270.52","1,230.46","8,613.69"
20110,MAINE,SAGADAHOC,"1,209.67","1,192.98","1,154.05","8,613.69"
20120,MAINE,SOMERSET,"1,265.26","1,265.26","1,233.97","8,613.69"
20130,MAINE,WALDO,"1,235.11","1,235.11","1,203.09","8,613.69"
20140,MAINE,WASHINGTON,"1,196.81","1,181.85","1,146.94","8,613.69"
20150,MAINE,YORK,"1,254.48","1,237.75","1,198.72","8,613.69"
21000,MARYLAND,ALLEGANY,"1,440.15","1,418.55","1,368.14","11,163.92"
21010,MARYLAND,ANNE ARUNDEL,"1,396.21","1,375.27","1,326.40","11,163.92"
21020,MARYLAND,BALTIMORE,"1,504.69","1,482.12","1,429.46","11,163.92"
21030,MARYLAND,BALTIMORE CITY,"1,609.97","1,585.82","1,529.47","11,163.92"
21040,MARYLAND,CALVERT,"1,312.66","1,292.97","1,247.03","11,163.92"
21050,MARYLAND,CAROLINE,"1,449.81","1,428.06","1,377.32","11,163.92"
21060,MARYLAND,CARROLL,"1,421.46","1,400.14","1,350.39","11,163.92"
21070,MARYLAND,CECIL,"1,427.48","1,406.07","1,356.11","11,163.92"
21080,MARYLAND,CHARLES,"1,355.98","1,335.64","1,288.18","11,163.92"
21090,MARYLAND,DORCHESTER,"1,439.23","1,417.64","1,367.27","11,163.92"
21100,MARYLAND,FREDERICK,"1,346.71","1,326.51","1,279.37","11,163.92"
21110,MARYLAND,GARRETT,"1,181.58","1,181.58","1,181.58","11,163.92"
21120,MARYLAND,HARFORD,"1,474.67","1,452.55","1,400.94","11,163.92"
21130,MARYLAND,HOWARD,"1,303.63","1,284.08","1,238.45","11,163.92"
21140,MARYLAND,KENT,"1,501.27","1,478.75","1,426.21","11,163.92"
21150,MARYLAND,MONTGOMERY,"1,324.45","1,305.53","1,261.38","11,163.92"
21160,MARYLAND,PRINCE GEORGE'S,"1,350.32","1,330.07","1,282.80","11,163.92"
21170,MARYLAND,QUEEN ANNE'S,"1,378.66","1,357.98","1,309.73","11,163.92"
21180,MARYLAND,ST. MARY'S,"1,350.61","1,330.35","1,283.08","11,163.92"
21190,MARYLAND,SOMERSET,"1,330.82","1,310.86","1,264.28","11,163.92"
21200,MARYLAND,TALBOT,"1,493.52","1,471.12","1,418.84","11,163.92"
21210,MARYLAND,WASHINGTON,"1,339.97","1,319.87","1,272.97","11,163.92"
21220,MARYLAND,WICOMICO,"1,324.74","1,304.87","1,258.50","11,163.92"
21230,MARYLAND,WORCESTER,"1,372.14","1,351.56","1,303.53","11,163.92"
22000,MASSACHUSETTS,BARNSTABLE,"1,346.92","1,326.72","1,279.57","10,952.93"
22010,MASSACHUSETTS,BERKSHIRE,"1,320.98","1,302.11","1,258.08","10,952.93"
22020,MASSACHUSETTS,BRISTOL,"1,282.68","1,264.36","1,221.60","10,952.93"
22030,MASSACHUSETTS,DUKES,"1,578.22","1,554.55","1,499.31","10,952.93"
22040,MASSACHUSETTS,ESSEX,"1,267.41","1,249.31","1,207.06","10,952.93"
22060,MASSACHUSETTS,FRANKLIN,"1,305.71","1,288.86","1,249.55","10,952.93"
22070,MASSACHUSETTS,HAMPDEN,"1,291.64","1,274.41","1,234.23","10,952.93"
22080,MASSACHUSETTS,HAMPSHIRE,"1,256.23","1,239.48","1,200.40","10,952.93"
22090,MASSACHUSETTS,MIDDLESEX,"1,261.77","1,243.75","1,201.69","10,952.93"
22120,MASSACHUSETTS,NANTUCKET,"1,423.96","1,402.60","1,352.76","10,952.93"
22130,MASSACHUSETTS,NORFOLK,"1,310.21","1,291.49","1,247.82","10,952.93"
22150,MASSACHUSETTS,PLYMOUTH,"1,291.94","1,272.56","1,227.34","10,952.93"
22160,MASSACHUSETTS,SUFFOLK,"1,248.85","1,231.01","1,189.38","10,952.93"
22170,MASSACHUSETTS,WORCESTER,"1,276.34","1,258.10","1,215.56","10,952.93"
23000,MICHIGAN,ALCONA,"1,243.51","1,243.51","1,211.74","9,227.85"
23010,MICHIGAN,ALGER,"1,187.20","1,170.24","1,130.67","9,227.85"
23020,MICHIGAN,ALLEGAN,"1,294.98","1,263.90","1,191.38","9,227.85"
23030,MICHIGAN,ALPENA,"1,194.91","1,194.91","1,194.91","9,227.85"
23040,MICHIGAN,ANTRIM,"1,241.94","1,241.94","1,216.73","9,227.85"
23050,MICHIGAN,ARENAC,"1,249.99","1,249.99","1,230.68","9,227.85"
23060,MICHIGAN,BARAGA,"1,289.97","1,270.62","1,225.47","9,227.85"
23070,MICHIGAN,BARRY,"1,213.98","1,184.84","1,116.86","9,227.85"
23080,MICHIGAN,BAY,"1,306.86","1,290.52","1,252.41","9,227.85"
23090,MICHIGAN,BENZIE,"1,207.81","1,191.71","1,154.13","9,227.85"
23100,MICHIGAN,BERRIEN,"1,231.17","1,230.93","1,194.57","9,227.85"
23110,MICHIGAN,BRANCH,"1,280.33","1,264.32","1,226.98","9,227.85"
23120,MICHIGAN,CALHOUN,"1,213.25","1,198.08","1,162.70","9,227.85"
23130,MICHIGAN,CASS,"1,324.13","1,292.35","1,218.20","9,227.85"
23140,MICHIGAN,CHARLEVOIX,"1,194.88","1,194.88","1,166.73","9,227.85"
23150,MICHIGAN,CHEBOYGAN,"1,232.25","1,215.82","1,177.48","9,227.85"
23160,MICHIGAN,CHIPPEWA,"1,238.61","1,222.10","1,183.56","9,227.85"
23170,MICHIGAN,CLARE,"1,192.33","1,192.33","1,192.33","9,227.85"
23180,MICHIGAN,CLINTON,"1,300.23","1,269.02","1,196.21","9,227.85"
23190,MICHIGAN,CRAWFORD,"1,254.76","1,238.57","1,200.79","9,227.85"
23200,MICHIGAN,DELTA,"1,219.96","1,204.71","1,169.12","9,227.85"
23210,MICHIGAN,DICKINSON,"1,254.69","1,254.69","1,254.69","9,227.85"
23220,MICHIGAN,EATON,"1,289.21","1,257.32","1,182.89","9,227.85"
23230,MICHIGAN,EMMET,"1,251.70","1,235.01","1,196.07","9,227.85"
23240,MICHIGAN,GENESEE,"1,300.08","1,267.91","1,192.86","9,227.85"
23250,MICHIGAN,GLADWIN,"1,285.45","1,269.38","1,231.89","9,227.85"
23260,MICHIGAN,GOGEBIC,"1,252.38","1,252.38","1,241.66","9,227.85"
23270,MICHIGAN,GRAND TRAVERSE,"1,252.53","1,238.33","1,201.75","9,227.85"
23280,MICHIGAN,GRATIOT,"1,256.37","1,240.16","1,202.33","9,227.85"
23290,MICHIGAN,HILLSDALE,"1,216.91","1,216.91","1,191.53","9,227.85"
23300,MICHIGAN,HOUGHTON,"1,250.93","1,235.93","1,196.96","9,227.85"
23310,MICHIGAN,HURON,"1,293.89","1,275.41","1,232.28","9,227.85"
23320,MICHIGAN,INGHAM,"1,322.21","1,290.48","1,216.44","9,227.85"
23330,MICHIGAN,IONIA,"1,256.91","1,226.75","1,156.36","9,227.85"
23340,MICHIGAN,IOSCO,"1,236.96","1,236.96","1,236.96","9,227.85"
23350,MICHIGAN,IRON,"1,241.97","1,224.23","1,182.83","9,227.85"
23360,MICHIGAN,ISABELLA,"1,151.32","1,151.32","1,151.32","9,227.85"
23370,MICHIGAN,JACKSON,"1,221.74","1,221.74","1,221.74","9,227.85"
23380,MICHIGAN,KALAMAZOO,"1,232.53","1,202.94","1,133.92","9,227.85"
23390,MICHIGAN,KALKASKA,"1,250.69","1,250.69","1,228.00","9,227.85"
23400,MICHIGAN,KENT,"1,242.98","1,213.14","1,143.54","9,227.85"
23410,MICHIGAN,KEWEENAW,"1,202.60","1,186.01","1,147.31","9,227.85"
23420,MICHIGAN,LAKE,"1,236.21","1,236.21","1,210.31","9,227.85"
23430,MICHIGAN,LAPEER,"1,352.73","1,320.26","1,244.51","9,227.85"
23440,MICHIGAN,LEELANAU,"1,241.30","1,224.75","1,186.13","9,227.85"
23450,MICHIGAN,LENAWEE,"1,324.84","1,293.04","1,218.85","9,227.85"
23460,MICHIGAN,LIVINGSTON,"1,328.97","1,318.47","1,242.82","9,227.85"
23470,MICHIGAN,LUCE,"1,225.96","1,209.05","1,169.59","9,227.85"
23480,MICHIGAN,MACKINAC,"1,331.89","1,312.87","1,268.47","9,227.85"
23490,MICHIGAN,MACOMB,"1,297.96","1,280.65","1,240.27","9,227.85"
23500,MICHIGAN,MANISTEE,"1,185.01","1,185.01","1,185.01","9,227.85"
23510,MICHIGAN,MARQUETTE,"1,284.90","1,268.84","1,231.36","9,227.85"
23520,MICHIGAN,MASON,"1,241.28","1,236.02","1,197.04","9,227.85"
23530,MICHIGAN,MECOSTA,"1,226.32","1,210.99","1,175.22","9,227.85"
23540,MICHIGAN,MENOMINEE,"1,236.44","1,220.99","1,184.93","9,227.85"
23550,MICHIGAN,MIDLAND,"1,267.17","1,250.82","1,212.67","9,227.85"
23560,MICHIGAN,MISSAUKEE,"1,176.92","1,162.21","1,127.89","9,227.85"
23570,MICHIGAN,MONROE,"1,319.03","1,302.54","1,264.07","9,227.85"
23580,MICHIGAN,MONTCALM,"1,255.62","1,239.92","1,203.30","9,227.85"
23590,MICHIGAN,MONTMORENCY,"1,249.03","1,233.42","1,196.99","9,227.85"
23600,MICHIGAN,MUSKEGON,"1,262.09","1,231.80","1,161.12","9,227.85"
23610,MICHIGAN,NEWAYGO,"1,231.18","1,201.63","1,132.68","9,227.85"
23620,MICHIGAN,OAKLAND,"1,353.78","1,319.21","1,238.56","9,227.85"
23630,MICHIGAN,OCEANA,"1,223.22","1,207.93","1,172.25","9,227.85"
23640,MICHIGAN,OGEMAW,"1,245.51","1,245.51","1,245.51","9,227.85"
23650,MICHIGAN,ONTONAGON,"1,276.90","1,259.87","1,220.15","9,227.85"
23660,MICHIGAN,OSCEOLA,"1,213.08","1,197.92","1,162.54","9,227.85"
23670,MICHIGAN,OSCODA,"1,228.14","1,228.14","1,228.14","9,227.85"
23680,MICHIGAN,OTSEGO,"1,253.31","1,253.31","1,248.04","9,227.85"
23690,MICHIGAN,OTTAWA,"1,285.85","1,254.99","1,182.98","9,227.85"
23700,MICHIGAN,PRESQUE ISLE,"1,248.75","1,248.75","1,248.75","9,227.85"
23710,MICHIGAN,ROSCOMMON,"1,239.38","1,222.85","1,184.30","9,227.85"
23720,MICHIGAN,SAGINAW,"1,337.89","1,321.17","1,282.15","9,227.85"
23730,MICHIGAN,ST. CLAIR,"1,264.02","1,248.22","1,211.35","9,227.85"
23740,MICHIGAN,ST. JOSEPH,"1,225.11","1,225.11","1,209.56","9,227.85"
23750,MICHIGAN,SANILAC,"1,266.37","1,266.37","1,240.13","9,227.85"
23760,MICHIGAN,SCHOOLCRAFT,"1,237.16","1,219.49","1,178.25","9,227.85"
23770,MICHIGAN,SHIAWASSEE,"1,230.82","1,230.82","1,210.48","9,227.85"
23780,MICHIGAN,TUSCOLA,"1,233.36","1,233.36","1,225.97","9,227.85"
23790,MICHIGAN,VAN BUREN,"1,266.19","1,235.80","1,164.89","9,227.85"
23800,MICHIGAN,WASHTENAW,"1,222.40","1,207.12","1,171.47","9,227.85"
23810,MICHIGAN,WAYNE,"1,280.23","1,263.16","1,223.33","9,227.85"
23830,MICHIGAN,WEXFORD,"1,209.74","1,194.62","1,159.34","9,227.85"
24000,MINNESOTA,AITKIN,"1,277.07","1,258.38","1,214.77","9,158.67"
24010,MINNESOTA,ANOKA,"1,204.07","1,204.07","1,204.07","9,158.67"
24020,MINNESOTA,BECKER,"1,289.37","1,289.37","1,262.80","9,158.67"
24030,MINNESOTA,BELTRAMI,"1,221.09","1,203.64","1,162.94","9,158.67"
24040,MINNESOTA,BENTON,"1,247.15","1,237.22","1,195.38","9,158.67"
24050,MINNESOTA,BIG STONE,"1,477.23","1,455.07","1,403.37","9,158.67"
24060,MINNESOTA,BLUE EARTH,"1,241.70","1,241.70","1,241.70","9,158.67"
24070,MINNESOTA,BROWN,"1,230.87","1,229.58","1,188.00","9,158.67"
24080,MINNESOTA,CARLTON,"1,251.79","1,233.91","1,192.18","9,158.67"
24090,MINNESOTA,CARVER,"1,250.61","1,250.61","1,250.61","9,158.67"
24100,MINNESOTA,CASS,"1,246.78","1,243.57","1,201.52","9,158.67"
24110,MINNESOTA,CHIPPEWA,"1,404.25","1,383.19","1,334.04","9,158.67"
24120,MINNESOTA,CHISAGO,"1,231.67","1,231.67","1,196.05","9,158.67"
24130,MINNESOTA,CLAY,"1,244.74","1,244.74","1,244.74","9,158.67"
24140,MINNESOTA,CLEARWATER,"1,300.09","1,280.59","1,235.09","9,158.67"
24150,MINNESOTA,COOK,"1,293.64","1,274.71","1,230.54","9,158.67"
24160,MINNESOTA,COTTONWOOD,"1,296.97","1,277.52","1,232.12","9,158.67"
24170,MINNESOTA,CROW WING,"1,227.15","1,227.15","1,217.51","9,158.67"
24180,MINNESOTA,DAKOTA,"1,317.85","1,301.38","1,262.94","9,158.67"
24190,MINNESOTA,DODGE,"1,101.87","1,101.87","1,101.87","9,158.67"
24200,MINNESOTA,DOUGLAS,"1,289.53","1,271.28","1,227.22","9,158.67"
24210,MINNESOTA,FARIBAULT,"1,261.07","1,243.06","1,201.02","9,158.67"
24220,MINNESOTA,FILLMORE,"1,205.85","1,205.85","1,192.27","9,158.67"
24230,MINNESOTA,FREEBORN,"1,145.78","1,145.78","1,145.78","9,158.67"
24240,MINNESOTA,GOODHUE,"1,117.39","1,117.39","1,117.39","9,158.67"
24250,MINNESOTA,GRANT,"1,439.57","1,417.98","1,367.59","9,158.67"
24260,MINNESOTA,HENNEPIN,"1,273.30","1,273.30","1,224.26","9,158.67"
24270,MINNESOTA,HOUSTON,"1,102.31","1,088.53","1,056.38","9,158.67"
24280,MINNESOTA,HUBBARD,"1,262.36","1,262.36","1,224.10","9,158.67"
24290,MINNESOTA,ISANTI,"1,293.86","1,260.83","1,183.75","9,158.67"
24300,MINNESOTA,ITASCA,"1,209.35","1,192.07","1,151.76","9,158.67"
24310,MINNESOTA,JACKSON,"1,274.08","1,254.97","1,210.38","9,158.67"
24320,MINNESOTA,KANABEC,"1,266.17","1,247.18","1,202.86","9,158.67"
24330,MINNESOTA,KANDIYOHI,"1,249.09","1,232.43","1,193.57","9,158.67"
24340,MINNESOTA,KITTSON,"1,335.48","1,315.45","1,268.71","9,158.67"
24350,MINNESOTA,KOOCHICHING,"1,273.15","1,254.96","1,212.52","9,158.67"
24360,MINNESOTA,LAC QUI PARLE,"1,552.23","1,528.95","1,474.62","9,158.67"
24370,MINNESOTA,LAKE,"1,220.60","1,203.17","1,162.48","9,158.67"
24380,MINNESOTA,LAKE OF THE WOODS,"1,426.22","1,404.83","1,354.91","9,158.67"
24390,MINNESOTA,LE SUEUR,"1,215.27","1,197.91","1,157.40","9,158.67"
24400,MINNESOTA,LINCOLN,"1,325.22","1,305.34","1,258.96","9,158.67"
24410,MINNESOTA,LYON,"1,222.49","1,205.63","1,166.28","9,158.67"
24420,MINNESOTA,MCLEOD,"1,174.56","1,174.56","1,174.56","9,158.67"
24430,MINNESOTA,MAHNOMEN,"1,327.37","1,308.41","1,264.16","9,158.67"
24440,MINNESOTA,MARSHALL,"1,500.37","1,477.86","1,425.35","9,158.67"
24450,MINNESOTA,MARTIN,"1,234.51","1,234.51","1,204.58","9,158.67"
24460,MINNESOTA,MEEKER,"1,247.43","1,234.71","1,192.96","9,158.67"
24470,MINNESOTA,MILLE LACS,"1,172.66","1,172.66","1,172.66","9,158.67"
24480,MINNESOTA,MORRISON,"1,247.48","1,247.48","1,247.48","9,158.67"
