Medicare Advantage Monthly Capitation Rates for 2026 for All PACE Plans,,,,
"Note: 
1. ESRD rates are for dialysis only and are shown after the deduction of the user fee of $6.00.",,,,
Code,State,County Name,Parts A&B 2026 Rate,Parts A&B ESRD 2026 Rate
24140,MINNESOTA,CLEARWATER,"1,366.49","9,476.17"
24150,MINNESOTA,COOK,"1,503.59","9,476.17"
24160,MINNESOTA,COTTONWOOD,"1,383.30","9,476.17"
24170,MINNESOTA,CROW WING,"1,239.56","9,476.17"
24180,MINNESOTA,DAKOTA,"1,396.41","9,476.17"
24190,MINNESOTA,DODGE,"1,205.10","9,476.17"
24200,MINNESOTA,DOUGLAS,"1,319.32","9,476.17"
24210,MINNESOTA,FARIBAULT,"1,371.54","9,476.17"
24220,MINNESOTA,FILLMORE,"1,263.49","9,476.17"
24230,MINNESOTA,FREEBORN,"1,219.36","9,476.17"
24240,MINNESOTA,GOODHUE,"1,195.59","9,476.17"
24250,MINNESOTA,GRANT,"1,541.64","9,476.17"
24260,MINNESOTA,HENNEPIN,"1,294.97","9,476.17"
24270,MINNESOTA,HOUSTON,"1,263.49","9,476.17"
24280,MINNESOTA,HUBBARD,"1,291.63","9,476.17"
24290,MINNESOTA,ISANTI,"1,227.75","9,476.17"
24300,MINNESOTA,ITASCA,"1,263.49","9,476.17"
24310,MINNESOTA,JACKSON,"1,357.45","9,476.17"
24320,MINNESOTA,KANABEC,"1,359.53","9,476.17"
24330,MINNESOTA,KANDIYOHI,"1,263.49","9,476.17"
24340,MINNESOTA,KITTSON,"1,489.51","9,476.17"
24350,MINNESOTA,KOOCHICHING,"1,394.22","9,476.17"
24360,MINNESOTA,LAC QUI PARLE,"1,671.13","9,476.17"
24370,MINNESOTA,LAKE,"1,281.60","9,476.17"
24380,MINNESOTA,LAKE OF THE WOODS,"1,664.69","9,476.17"
24390,MINNESOTA,LE SUEUR,"1,292.51","9,476.17"
24400,MINNESOTA,LINCOLN,"1,515.45","9,476.17"
24410,MINNESOTA,LYON,"1,253.85","9,476.17"
24420,MINNESOTA,MCLEOD,"1,191.55","9,476.17"
24430,MINNESOTA,MAHNOMEN,"1,399.76","9,476.17"
24440,MINNESOTA,MARSHALL,"1,655.45","9,476.17"
24450,MINNESOTA,MARTIN,"1,298.74","9,476.17"
24460,MINNESOTA,MEEKER,"1,264.32","9,476.17"
24470,MINNESOTA,MILLE LACS,"1,192.35","9,476.17"
24480,MINNESOTA,MORRISON,"1,266.55","9,476.17"
24490,MINNESOTA,MOWER,"1,263.49","9,476.17"
24500,MINNESOTA,MURRAY,"1,621.86","9,476.17"
24510,MINNESOTA,NICOLLET,"1,263.49","9,476.17"
24520,MINNESOTA,NOBLES,"1,263.49","9,476.17"
24530,MINNESOTA,NORMAN,"1,320.16","9,476.17"
24540,MINNESOTA,OLMSTED,"1,137.73","9,476.17"
24550,MINNESOTA,OTTER TAIL,"1,298.86","9,476.17"
24560,MINNESOTA,PENNINGTON,"1,335.59","9,476.17"
24570,MINNESOTA,PINE,"1,377.69","9,476.17"
24580,MINNESOTA,PIPESTONE,"1,408.78","9,476.17"
24590,MINNESOTA,POLK,"1,378.46","9,476.17"
24600,MINNESOTA,POPE,"1,521.11","9,476.17"
24610,MINNESOTA,RAMSEY,"1,396.41","9,476.17"
24620,MINNESOTA,RED LAKE,"1,424.60","9,476.17"
24630,MINNESOTA,REDWOOD,"1,458.12","9,476.17"
24640,MINNESOTA,RENVILLE,"1,466.19","9,476.17"
24650,MINNESOTA,RICE,"1,263.49","9,476.17"
24660,MINNESOTA,ROCK,"1,322.93","9,476.17"
24670,MINNESOTA,ROSEAU,"1,364.45","9,476.17"
24680,MINNESOTA,ST. LOUIS,"1,396.41","9,476.17"
24690,MINNESOTA,SCOTT,"1,396.41","9,476.17"
24700,MINNESOTA,SHERBURNE,"1,396.41","9,476.17"
24710,MINNESOTA,SIBLEY,"1,296.23","9,476.17"
24720,MINNESOTA,STEARNS,"1,263.49","9,476.17"
24730,MINNESOTA,STEELE,"1,263.49","9,476.17"
24740,MINNESOTA,STEVENS,"1,744.10","9,476.17"
24750,MINNESOTA,SWIFT,"1,604.67","9,476.17"
24760,MINNESOTA,TODD,"1,416.86","9,476.17"
24770,MINNESOTA,TRAVERSE,"1,407.61","9,476.17"
24780,MINNESOTA,WABASHA,"1,338.75","9,476.17"
24790,MINNESOTA,WADENA,"1,352.82","9,476.17"
24800,MINNESOTA,WASECA,"1,166.55","9,476.17"
24810,MINNESOTA,WASHINGTON,"1,396.41","9,476.17"
24820,MINNESOTA,WATONWAN,"1,399.73","9,476.17"
24830,MINNESOTA,WILKIN,"1,276.26","9,476.17"
24840,MINNESOTA,WINONA,"1,263.49","9,476.17"
24850,MINNESOTA,WRIGHT,"1,396.41","9,476.17"
24860,MINNESOTA,YELLOW MEDICINE,"1,515.19","9,476.17"
25000,MISSISSIPPI,ADAMS,"1,397.24","9,015.88"
25010,MISSISSIPPI,ALCORN,"1,148.52","9,015.88"
25020,MISSISSIPPI,AMITE,"1,472.78","9,015.88"
25030,MISSISSIPPI,ATTALA,"1,278.14","9,015.88"
25040,MISSISSIPPI,BENTON,"1,376.45","9,015.88"
25050,MISSISSIPPI,BOLIVAR,"1,499.59","9,015.88"
25060,MISSISSIPPI,CALHOUN,"1,222.41","9,015.88"
25070,MISSISSIPPI,CARROLL,"1,446.52","9,015.88"
25080,MISSISSIPPI,CHICKASAW,"1,240.81","9,015.88"
25090,MISSISSIPPI,CHOCTAW,"1,516.31","9,015.88"
25100,MISSISSIPPI,CLAIBORNE,"1,750.00","9,015.88"
25110,MISSISSIPPI,CLARKE,"1,522.51","9,015.88"
25120,MISSISSIPPI,CLAY,"1,163.53","9,015.88"
25130,MISSISSIPPI,COAHOMA,"1,611.26","9,015.88"
25140,MISSISSIPPI,COPIAH,"1,396.41","9,015.88"
25150,MISSISSIPPI,COVINGTON,"1,369.45","9,015.88"
25160,MISSISSIPPI,DESOTO,"1,396.41","9,015.88"
25170,MISSISSIPPI,FORREST,"1,319.32","9,015.88"
25180,MISSISSIPPI,FRANKLIN,"1,503.38","9,015.88"
25190,MISSISSIPPI,GEORGE,"1,522.71","9,015.88"
25200,MISSISSIPPI,GREENE,"1,430.53","9,015.88"
25210,MISSISSIPPI,GRENADA,"1,689.45","9,015.88"
25220,MISSISSIPPI,HANCOCK,"1,631.31","9,015.88"
25230,MISSISSIPPI,HARRISON,"1,479.28","9,015.88"
25240,MISSISSIPPI,HINDS,"1,396.41","9,015.88"
25250,MISSISSIPPI,HOLMES,"1,447.06","9,015.88"
25260,MISSISSIPPI,HUMPHREYS,"1,515.79","9,015.88"
25270,MISSISSIPPI,ISSAQUENA,"2,192.46","9,015.88"
25280,MISSISSIPPI,ITAWAMBA,"1,145.13","9,015.88"
25290,MISSISSIPPI,JACKSON,"1,511.58","9,015.88"
25300,MISSISSIPPI,JASPER,"1,176.91","9,015.88"
25310,MISSISSIPPI,JEFFERSON,"1,637.07","9,015.88"
25320,MISSISSIPPI,JEFFERSON DAVIS,"1,410.38","9,015.88"
25330,MISSISSIPPI,JONES,"1,263.49","9,015.88"
25340,MISSISSIPPI,KEMPER,"1,546.08","9,015.88"
25350,MISSISSIPPI,LAFAYETTE,"1,263.49","9,015.88"
25360,MISSISSIPPI,LAMAR,"1,328.37","9,015.88"
25370,MISSISSIPPI,LAUDERDALE,"1,386.72","9,015.88"
25380,MISSISSIPPI,LAWRENCE,"1,423.03","9,015.88"
25390,MISSISSIPPI,LEAKE,"1,513.36","9,015.88"
25400,MISSISSIPPI,LEE,"1,263.49","9,015.88"
25410,MISSISSIPPI,LEFLORE,"1,386.42","9,015.88"
25420,MISSISSIPPI,LINCOLN,"1,239.23","9,015.88"
25430,MISSISSIPPI,LOWNDES,"1,263.49","9,015.88"
25440,MISSISSIPPI,MADISON,"1,396.41","9,015.88"
25450,MISSISSIPPI,MARION,"1,244.09","9,015.88"
25460,MISSISSIPPI,MARSHALL,"1,411.88","9,015.88"
25470,MISSISSIPPI,MONROE,"1,267.54","9,015.88"
25480,MISSISSIPPI,MONTGOMERY,"1,504.62","9,015.88"
25490,MISSISSIPPI,NESHOBA,"1,529.02","9,015.88"
25500,MISSISSIPPI,NEWTON,"1,563.93","9,015.88"
25510,MISSISSIPPI,NOXUBEE,"1,250.16","9,015.88"
25520,MISSISSIPPI,OKTIBBEHA,"1,263.49","9,015.88"
25530,MISSISSIPPI,PANOLA,"1,257.60","9,015.88"
25540,MISSISSIPPI,PEARL RIVER,"1,490.54","9,015.88"
25550,MISSISSIPPI,PERRY,"1,443.25","9,015.88"
25560,MISSISSIPPI,PIKE,"1,546.47","9,015.88"
25570,MISSISSIPPI,PONTOTOC,"1,263.49","9,015.88"
25580,MISSISSIPPI,PRENTISS,"1,172.17","9,015.88"
25590,MISSISSIPPI,QUITMAN,"1,514.92","9,015.88"
25600,MISSISSIPPI,RANKIN,"1,396.41","9,015.88"
25610,MISSISSIPPI,SCOTT,"1,550.98","9,015.88"
25620,MISSISSIPPI,SHARKEY,"1,636.10","9,015.88"
25630,MISSISSIPPI,SIMPSON,"1,447.05","9,015.88"
25640,MISSISSIPPI,SMITH,"1,317.19","9,015.88"
25650,MISSISSIPPI,STONE,"1,588.51","9,015.88"
25660,MISSISSIPPI,SUNFLOWER,"1,452.18","9,015.88"
25670,MISSISSIPPI,TALLAHATCHIE,"1,477.38","9,015.88"
25680,MISSISSIPPI,TATE,"1,358.61","9,015.88"
25690,MISSISSIPPI,TIPPAH,"1,165.03","9,015.88"
25700,MISSISSIPPI,TISHOMINGO,"1,202.03","9,015.88"
25710,MISSISSIPPI,TUNICA,"1,470.47","9,015.88"
25720,MISSISSIPPI,UNION,"1,145.99","9,015.88"
25730,MISSISSIPPI,WALTHALL,"1,362.71","9,015.88"
25740,MISSISSIPPI,WARREN,"1,588.84","9,015.88"
25750,MISSISSIPPI,WASHINGTON,"1,362.92","9,015.88"
25760,MISSISSIPPI,WAYNE,"1,370.57","9,015.88"
25770,MISSISSIPPI,WEBSTER,"1,291.60","9,015.88"
25780,MISSISSIPPI,WILKINSON,"1,509.64","9,015.88"
25790,MISSISSIPPI,WINSTON,"1,283.37","9,015.88"
25800,MISSISSIPPI,YALOBUSHA,"1,301.89","9,015.88"
25810,MISSISSIPPI,YAZOO,"1,469.37","9,015.88"
26000,MISSOURI,ADAIR,"1,534.33","9,441.63"
26010,MISSOURI,ANDREW,"1,446.38","9,441.63"
26020,MISSOURI,ATCHISON,"1,610.08","9,441.63"
26030,MISSOURI,AUDRAIN,"1,495.89","9,441.63"
26040,MISSOURI,BARRY,"1,263.49","9,441.63"
26050,MISSOURI,BARTON,"1,415.22","9,441.63"
26060,MISSOURI,BATES,"1,390.91","9,441.63"
26070,MISSOURI,BENTON,"1,263.49","9,441.63"
26080,MISSOURI,BOLLINGER,"1,191.07","9,441.63"
26090,MISSOURI,BOONE,"1,342.83","9,441.63"
26100,MISSOURI,BUCHANAN,"1,310.39","9,441.63"
26110,MISSOURI,BUTLER,"1,263.49","9,441.63"
26120,MISSOURI,CALDWELL,"1,396.41","9,441.63"
26130,MISSOURI,CALLAWAY,"1,310.29","9,441.63"
26140,MISSOURI,CAMDEN,"1,372.44","9,441.63"
26150,MISSOURI,CAPE GIRARDEAU,"1,263.49","9,441.63"
26160,MISSOURI,CARROLL,"1,469.60","9,441.63"
26170,MISSOURI,CARTER,"1,257.29","9,441.63"
26180,MISSOURI,CASS,"1,396.41","9,441.63"
26190,MISSOURI,CEDAR,"1,232.98","9,441.63"
26200,MISSOURI,CHARITON,"1,263.49","9,441.63"
26210,MISSOURI,CHRISTIAN,"1,396.41","9,441.63"
26220,MISSOURI,CLARK,"1,263.49","9,441.63"
26230,MISSOURI,CLAY,"1,407.43","9,441.63"
26240,MISSOURI,CLINTON,"1,396.41","9,441.63"
26250,MISSOURI,COLE,"1,401.37","9,441.63"
26260,MISSOURI,COOPER,"1,263.49","9,441.63"
26270,MISSOURI,CRAWFORD,"1,396.41","9,441.63"
26280,MISSOURI,DADE,"1,263.49","9,441.63"
26290,MISSOURI,DALLAS,"1,396.41","9,441.63"
26300,MISSOURI,DAVIESS,"1,499.53","9,441.63"
26310,MISSOURI,DEKALB,"1,382.40","9,441.63"
26320,MISSOURI,DENT,"1,263.49","9,441.63"
26330,MISSOURI,DOUGLAS,"1,263.49","9,441.63"
26340,MISSOURI,DUNKLIN,"1,199.15","9,441.63"
26350,MISSOURI,FRANKLIN,"1,396.41","9,441.63"
26360,MISSOURI,GASCONADE,"1,263.49","9,441.63"
26370,MISSOURI,GENTRY,"1,595.90","9,441.63"
26380,MISSOURI,GREENE,"1,396.41","9,441.63"
26390,MISSOURI,GRUNDY,"1,565.42","9,441.63"
26400,MISSOURI,HARRISON,"1,639.17","9,441.63"
26410,MISSOURI,HENRY,"1,308.46","9,441.63"
26411,MISSOURI,HICKORY,"1,269.84","9,441.63"
26412,MISSOURI,HOLT,"1,348.02","9,441.63"
26440,MISSOURI,HOWARD,"1,263.49","9,441.63"
26450,MISSOURI,HOWELL,"1,263.49","9,441.63"
26460,MISSOURI,IRON,"1,206.47","9,441.63"
26470,MISSOURI,JACKSON,"1,396.40","9,441.63"
26480,MISSOURI,JASPER,"1,263.49","9,441.63"
26490,MISSOURI,JEFFERSON,"1,352.41","9,441.63"
26500,MISSOURI,JOHNSON,"1,315.91","9,441.63"
26510,MISSOURI,KNOX,"1,331.46","9,441.63"
26520,MISSOURI,LACLEDE,"1,263.49","9,441.63"
26530,MISSOURI,LAFAYETTE,"1,396.41","9,441.63"
26540,MISSOURI,LAWRENCE,"1,263.49","9,441.63"
26541,MISSOURI,LEWIS,"1,319.18","9,441.63"
26560,MISSOURI,LINCOLN,"1,396.41","9,441.63"
26570,MISSOURI,LINN,"1,382.88","9,441.63"
26580,MISSOURI,LIVINGSTON,"1,414.30","9,441.63"
26590,MISSOURI,MCDONALD,"1,396.41","9,441.63"
26600,MISSOURI,MACON,"1,380.04","9,441.63"
26601,MISSOURI,MADISON,"1,263.49","9,441.63"
26620,MISSOURI,MARIES,"1,346.97","9,441.63"
26630,MISSOURI,MARION,"1,263.49","9,441.63"
26631,MISSOURI,MERCER,"1,394.54","9,441.63"
26650,MISSOURI,MILLER,"1,520.88","9,441.63"
26660,MISSOURI,MISSISSIPPI,"1,263.49","9,441.63"
26670,MISSOURI,MONITEAU,"1,401.18","9,441.63"
26680,MISSOURI,MONROE,"1,391.14","9,441.63"
26690,MISSOURI,MONTGOMERY,"1,263.49","9,441.63"
26700,MISSOURI,MORGAN,"1,263.49","9,441.63"
26710,MISSOURI,NEW MADRID,"1,218.90","9,441.63"
26720,MISSOURI,NEWTON,"1,263.49","9,441.63"
26730,MISSOURI,NODAWAY,"1,391.05","9,441.63"
26740,MISSOURI,OREGON,"1,263.49","9,441.63"
26750,MISSOURI,OSAGE,"1,500.89","9,441.63"
26751,MISSOURI,OZARK,"1,263.49","9,441.63"
26770,MISSOURI,PEMISCOT,"1,335.74","9,441.63"
26780,MISSOURI,PERRY,"1,304.59","9,441.63"
26790,MISSOURI,PETTIS,"1,199.60","9,441.63"
26800,MISSOURI,PHELPS,"1,263.49","9,441.63"
26810,MISSOURI,PIKE,"1,263.49","9,441.63"
26820,MISSOURI,PLATTE,"1,383.30","9,441.63"
26821,MISSOURI,POLK,"1,396.41","9,441.63"
26840,MISSOURI,PULASKI,"1,254.24","9,441.63"
26850,MISSOURI,PUTNAM,"1,666.69","9,441.63"
26860,MISSOURI,RALLS,"1,263.49","9,441.63"
26870,MISSOURI,RANDOLPH,"1,620.22","9,441.63"
26880,MISSOURI,RAY,"1,387.16","9,441.63"
26881,MISSOURI,REYNOLDS,"1,306.84","9,441.63"
26900,MISSOURI,RIPLEY,"1,286.12","9,441.63"
26910,MISSOURI,ST. CHARLES,"1,396.41","9,441.63"
26911,MISSOURI,ST. CLAIR,"1,405.34","9,441.63"
26930,MISSOURI,ST. FRANCOIS,"1,263.49","9,441.63"
26940,MISSOURI,ST. LOUIS,"1,396.41","9,441.63"
26950,MISSOURI,ST. LOUIS CITY,"1,412.30","9,441.63"
26960,MISSOURI,STE. GENEVIEVE,"1,286.74","9,441.63"
26970,MISSOURI,SALINE,"1,298.64","9,441.63"
26980,MISSOURI,SCHUYLER,"1,546.97","9,441.63"
26981,MISSOURI,SCOTLAND,"1,519.20","9,441.63"
26982,MISSOURI,SCOTT,"1,263.49","9,441.63"
26983,MISSOURI,SHANNON,"1,263.49","9,441.63"
26984,MISSOURI,SHELBY,"1,283.38","9,441.63"
26985,MISSOURI,STODDARD,"1,263.49","9,441.63"
26986,MISSOURI,STONE,"1,263.49","9,441.63"
26987,MISSOURI,SULLIVAN,"1,432.86","9,441.63"
26988,MISSOURI,TANEY,"1,263.49","9,441.63"
26989,MISSOURI,TEXAS,"1,263.49","9,441.63"
26990,MISSOURI,VERNON,"1,263.49","9,441.63"
26991,MISSOURI,WARREN,"1,396.41","9,441.63"
26992,MISSOURI,WASHINGTON,"1,396.41","9,441.63"
26993,MISSOURI,WAYNE,"1,263.49","9,441.63"
26994,MISSOURI,WEBSTER,"1,396.41","9,441.63"
26995,MISSOURI,WORTH,"1,429.72","9,441.63"
26996,MISSOURI,WRIGHT,"1,263.49","9,441.63"
27000,MONTANA,BEAVERHEAD,"1,623.49","8,720.51"
27010,MONTANA,BIG HORN,"1,639.49","8,720.51"
27020,MONTANA,BLAINE,"1,297.33","8,720.51"
27030,MONTANA,BROADWATER,"1,263.49","8,720.51"
27040,MONTANA,CARBON,"1,388.74","8,720.51"
27050,MONTANA,CARTER,"1,639.94","8,720.51"
27060,MONTANA,CASCADE,"1,263.49","8,720.51"
27070,MONTANA,CHOUTEAU,"1,349.04","8,720.51"
27080,MONTANA,CUSTER,"1,263.49","8,720.51"
27090,MONTANA,DANIELS,"1,681.37","8,720.51"
27100,MONTANA,DAWSON,"1,392.05","8,720.51"
27110,MONTANA,DEER LODGE,"1,359.72","8,720.51"
27120,MONTANA,FALLON,"1,778.10","8,720.51"
27130,MONTANA,FERGUS,"1,263.49","8,720.51"
27140,MONTANA,FLATHEAD,"1,263.49","8,720.51"
27150,MONTANA,GALLATIN,"1,263.49","8,720.51"
27160,MONTANA,GARFIELD,"1,271.49","8,720.51"
27170,MONTANA,GLACIER,"1,446.62","8,720.51"
27180,MONTANA,GOLDEN VALLEY,"1,263.49","8,720.51"
27190,MONTANA,GRANITE,"1,365.94","8,720.51"
27200,MONTANA,HILL,"1,263.49","8,720.51"
27210,MONTANA,JEFFERSON,"1,263.49","8,720.51"
27220,MONTANA,JUDITH BASIN,"1,263.49","8,720.51"
27230,MONTANA,LAKE,"1,321.23","8,720.51"
27240,MONTANA,LEWIS AND CLARK,"1,263.49","8,720.51"
27250,MONTANA,LIBERTY,"1,457.13","8,720.51"
27260,MONTANA,LINCOLN,"1,263.49","8,720.51"
27270,MONTANA,MCCONE,"1,392.62","8,720.51"
27280,MONTANA,MADISON,"1,580.51","8,720.51"
27290,MONTANA,MEAGHER,"1,628.41","8,720.51"
27300,MONTANA,MINERAL,"1,344.46","8,720.51"
27310,MONTANA,MISSOULA,"1,263.49","8,720.51"
27320,MONTANA,MUSSELSHELL,"1,435.12","8,720.51"
27330,MONTANA,PARK,"1,333.80","8,720.51"
27340,MONTANA,PETROLEUM,"1,263.49","8,720.51"
27350,MONTANA,PHILLIPS,"1,428.41","8,720.51"
27360,MONTANA,PONDERA,"1,469.23","8,720.51"
27370,MONTANA,POWDER RIVER,"1,263.49","8,720.51"
27380,MONTANA,POWELL,"1,422.00","8,720.51"
27390,MONTANA,PRAIRIE,"1,372.17","8,720.51"
27400,MONTANA,RAVALLI,"1,263.49","8,720.51"
27410,MONTANA,RICHLAND,"1,265.88","8,720.51"
27420,MONTANA,ROOSEVELT,"1,656.27","8,720.51"
27430,MONTANA,ROSEBUD,"1,221.58","8,720.51"
27440,MONTANA,SANDERS,"1,263.49","8,720.51"
27450,MONTANA,SHERIDAN,"1,581.98","8,720.51"
27460,MONTANA,SILVER BOW,"1,263.49","8,720.51"
27470,MONTANA,STILLWATER,"1,439.53","8,720.51"
27480,MONTANA,SWEET GRASS,"1,456.44","8,720.51"
27490,MONTANA,TETON,"1,308.18","8,720.51"
27500,MONTANA,TOOLE,"1,554.57","8,720.51"
27510,MONTANA,TREASURE,"1,263.49","8,720.51"
27520,MONTANA,VALLEY,"1,421.67","8,720.51"
27530,MONTANA,WHEATLAND,"1,562.07","8,720.51"
27540,MONTANA,WIBAUX,"1,263.49","8,720.51"
27550,MONTANA,YELLOWSTONE,"1,263.49","8,720.51"
28000,NEBRASKA,ADAMS,"1,263.49","9,394.84"
28010,NEBRASKA,ANTELOPE,"1,764.97","9,394.84"
28020,NEBRASKA,ARTHUR,"1,470.60","9,394.84"
28030,NEBRASKA,BANNER,"1,443.99","9,394.84"
28040,NEBRASKA,BLAINE,"1,420.70","9,394.84"
28050,NEBRASKA,BOONE,"1,654.31","9,394.84"
28060,NEBRASKA,BOX BUTTE,"1,634.82","9,394.84"
28070,NEBRASKA,BOYD,"1,720.31","9,394.84"
28080,NEBRASKA,BROWN,"1,796.26","9,394.84"
28090,NEBRASKA,BUFFALO,"1,263.49","9,394.84"
28100,NEBRASKA,BURT,"1,508.12","9,394.84"
28110,NEBRASKA,BUTLER,"1,439.65","9,394.84"
28120,NEBRASKA,CASS,"1,396.41","9,394.84"
28130,NEBRASKA,CEDAR,"1,404.85","9,394.84"
28140,NEBRASKA,CHASE,"1,759.75","9,394.84"
28150,NEBRASKA,CHERRY,"1,500.78","9,394.84"
28160,NEBRASKA,CHEYENNE,"1,659.87","9,394.84"
28170,NEBRASKA,CLAY,"1,280.97","9,394.84"
28180,NEBRASKA,COLFAX,"1,449.84","9,394.84"
28190,NEBRASKA,CUMING,"1,631.39","9,394.84"
28200,NEBRASKA,CUSTER,"1,513.16","9,394.84"
28210,NEBRASKA,DAKOTA,"1,263.49","9,394.84"
28220,NEBRASKA,DAWES,"1,459.57","9,394.84"
28230,NEBRASKA,DAWSON,"1,526.41","9,394.84"
28240,NEBRASKA,DEUEL,"1,528.10","9,394.84"
28250,NEBRASKA,DIXON,"1,273.01","9,394.84"
28260,NEBRASKA,DODGE,"1,278.98","9,394.84"
28270,NEBRASKA,DOUGLAS,"1,396.41","9,394.84"
28280,NEBRASKA,DUNDY,"1,887.05","9,394.84"
28290,NEBRASKA,FILLMORE,"1,520.37","9,394.84"
28300,NEBRASKA,FRANKLIN,"1,541.27","9,394.84"
28310,NEBRASKA,FRONTIER,"1,384.52","9,394.84"
28320,NEBRASKA,FURNAS,"1,768.95","9,394.84"
28330,NEBRASKA,GAGE,"1,272.11","9,394.84"
28340,NEBRASKA,GARDEN,"1,628.52","9,394.84"
28350,NEBRASKA,GARFIELD,"1,693.81","9,394.84"
28360,NEBRASKA,GOSPER,"1,492.06","9,394.84"
28370,NEBRASKA,GRANT,"1,555.79","9,394.84"
28380,NEBRASKA,GREELEY,"1,590.09","9,394.84"
28390,NEBRASKA,HALL,"1,263.49","9,394.84"
28400,NEBRASKA,HAMILTON,"1,342.15","9,394.84"
28410,NEBRASKA,HARLAN,"1,803.95","9,394.84"
28420,NEBRASKA,HAYES,"1,490.79","9,394.84"
28430,NEBRASKA,HITCHCOCK,"1,545.19","9,394.84"
28440,NEBRASKA,HOLT,"1,703.52","9,394.84"
28450,NEBRASKA,HOOKER,"1,487.43","9,394.84"
28460,NEBRASKA,HOWARD,"1,402.13","9,394.84"
28470,NEBRASKA,JEFFERSON,"1,425.65","9,394.84"
28480,NEBRASKA,JOHNSON,"1,676.72","9,394.84"
28490,NEBRASKA,KEARNEY,"1,487.44","9,394.84"
28500,NEBRASKA,KEITH,"1,444.11","9,394.84"
28510,NEBRASKA,KEYA PAHA,"1,414.81","9,394.84"
28520,NEBRASKA,KIMBALL,"1,589.92","9,394.84"
28530,NEBRASKA,KNOX,"1,356.09","9,394.84"
28540,NEBRASKA,LANCASTER,"1,396.41","9,394.84"
28550,NEBRASKA,LINCOLN,"1,274.85","9,394.84"
28560,NEBRASKA,LOGAN,"1,526.16","9,394.84"
28570,NEBRASKA,LOUP,"1,652.99","9,394.84"
28580,NEBRASKA,MCPHERSON,"1,408.38","9,394.84"
28590,NEBRASKA,MADISON,"1,411.05","9,394.84"
28600,NEBRASKA,MERRICK,"1,313.65","9,394.84"
28610,NEBRASKA,MORRILL,"1,647.52","9,394.84"
28620,NEBRASKA,NANCE,"1,569.09","9,394.84"
28630,NEBRASKA,NEMAHA,"1,517.90","9,394.84"
28640,NEBRASKA,NUCKOLLS,"1,633.29","9,394.84"
28650,NEBRASKA,OTOE,"1,537.41","9,394.84"
28660,NEBRASKA,PAWNEE,"1,558.86","9,394.84"
28670,NEBRASKA,PERKINS,"1,523.04","9,394.84"
28680,NEBRASKA,PHELPS,"1,500.57","9,394.84"
28690,NEBRASKA,PIERCE,"1,569.16","9,394.84"
28700,NEBRASKA,PLATTE,"1,263.49","9,394.84"
28710,NEBRASKA,POLK,"1,543.32","9,394.84"
28720,NEBRASKA,RED WILLOW,"1,411.50","9,394.84"
28730,NEBRASKA,RICHARDSON,"1,539.83","9,394.84"
28740,NEBRASKA,ROCK,"1,705.74","9,394.84"
28750,NEBRASKA,SALINE,"1,404.38","9,394.84"
28760,NEBRASKA,SARPY,"1,396.41","9,394.84"
28770,NEBRASKA,SAUNDERS,"1,394.12","9,394.84"
28780,NEBRASKA,SCOTTS BLUFF,"1,268.57","9,394.84"
28790,NEBRASKA,SEWARD,"1,463.79","9,394.84"
28800,NEBRASKA,SHERIDAN,"1,634.44","9,394.84"
28810,NEBRASKA,SHERMAN,"1,379.01","9,394.84"
28820,NEBRASKA,SIOUX,"1,505.69","9,394.84"
28830,NEBRASKA,STANTON,"1,414.65","9,394.84"
28840,NEBRASKA,THAYER,"1,757.26","9,394.84"
28850,NEBRASKA,THOMAS,"1,356.40","9,394.84"
28860,NEBRASKA,THURSTON,"1,541.41","9,394.84"
28870,NEBRASKA,VALLEY,"1,751.93","9,394.84"
28880,NEBRASKA,WASHINGTON,"1,377.12","9,394.84"
28890,NEBRASKA,WAYNE,"1,486.05","9,394.84"
28900,NEBRASKA,WEBSTER,"1,593.59","9,394.84"
28910,NEBRASKA,WHEELER,"1,536.09","9,394.84"
28920,NEBRASKA,YORK,"1,304.86","9,394.84"
29000,NEVADA,CHURCHILL,"1,497.89","10,816.96"
29010,NEVADA,CLARK,"1,491.22","10,816.96"
29020,NEVADA,DOUGLAS,"1,338.94","10,816.96"
29030,NEVADA,ELKO,"1,264.03","10,816.96"
29040,NEVADA,ESMERALDA,"1,645.00","10,816.96"
29050,NEVADA,EUREKA,"1,372.16","10,816.96"
29060,NEVADA,HUMBOLDT,"1,454.08","10,816.96"
29070,NEVADA,LANDER,"1,556.03","10,816.96"
29080,NEVADA,LINCOLN,"2,001.39","10,816.96"
29090,NEVADA,LYON,"1,244.19","10,816.96"
29100,NEVADA,MINERAL,"1,486.67","10,816.96"
29110,NEVADA,NYE,"1,403.10","10,816.96"
29120,NEVADA,CARSON CITY,"1,274.11","10,816.96"
29130,NEVADA,PERSHING,"1,415.50","10,816.96"
29140,NEVADA,STOREY,"1,396.41","10,816.96"
29150,NEVADA,WASHOE,"1,396.41","10,816.96"
29160,NEVADA,WHITE PINE,"1,590.68","10,816.96"
30000,NEW HAMPSHIRE,BELKNAP,"1,387.11","10,111.05"
30010,NEW HAMPSHIRE,CARROLL,"1,367.94","10,111.05"
30020,NEW HAMPSHIRE,CHESHIRE,"1,302.69","10,111.05"
30030,NEW HAMPSHIRE,COOS,"1,488.80","10,111.05"
30040,NEW HAMPSHIRE,GRAFTON,"1,387.34","10,111.05"
